Colaborador,Suggestion ID,Correction ID,Product ID,Ver PDP,Dominio,Seccion,Accion,Atributo,Valor actual,Valor sugerido,URL imagen sugerida,Decision esperada,Decision respondida,Coincide decision,Codigo esperado,Codigo respondido,Coincide codigo,Comentario colaborador,Revisado previamente,Fecha de accionado,SCRIPT,COLAB,Comentario,TL auditor,Difiere S/C
MATVALLE,Netkel-ARR,288191943,MLA15276687,https://www.mercadolibre.com.ar/p/MLA15276687,SANDER_MACHINES,description,ADD,,,"Lijadora orbital profesional Einhell TC-OS 1520 (150W) con sistema velcro, ideal para trabajos de lijado fino en madera y superficies pintadas. Diseño compacto y cómodo, con buen control para uso continuo en taller o en casa. Disponible en 12 cuotas sin interés y con garantía oficial.",,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,No se puede poner voltaje en titulo.,NO,6/05/2026 14:55:11,,,,,
MATVALLE,Netkel-ARR,288191944,MLA15276687,https://www.mercadolibre.com.ar/p/MLA15276687,SANDER_MACHINES,image,ADD,,,,https://drive.google.com/file/d/1v9dhMfhdEohQZL5s8n9G96YBifo_6mrQ/view,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,No se puede poner voltaje en titulo.,NO,6/05/2026 14:55:12,,,,,
MATVALLE,Netkel-ARR,288191945,MLA15276687,https://www.mercadolibre.com.ar/p/MLA15276687,SANDER_MACHINES,image,ADD,,,,https://drive.google.com/file/d/1v9dhMfhdEohQZL5s8n9G96YBifo_6mrQ/view,RECHAZO,RECHAZO,SI,E-DV,E-DV,SI,No se puede poner voltaje en titulo.,NO,6/05/2026 14:55:12,,,,,
MATVALLE,Netkel-ARR,288191946,MLA15276687,https://www.mercadolibre.com.ar/p/MLA15276687,SANDER_MACHINES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_930995-MLA79645562001_092024-F.jpg,RECHAZO,RECHAZO,SI,E-IPDP,E-IPDP,SI,No se puede poner voltaje en titulo.,NO,6/05/2026 14:55:12,,,,,
MATVALLE,Netkel-ARR,288191947,MLA15276687,https://www.mercadolibre.com.ar/p/MLA15276687,SANDER_MACHINES,main_features,ADD,,,MPN: 4460546,,APROBACION,RECHAZO,NO,,E-COH,NO,No se puede poner voltaje en titulo.,NO,6/05/2026 14:55:12,NOT OK,OK,"OM script, no deberiamos generar con MPN",,SI
MATVALLE,Netkel-ARR,288191948,MLA15276687,https://www.mercadolibre.com.ar/p/MLA15276687,SANDER_MACHINES,title,UPDATE,,Lijadora profesional orbital Einhell TC-OS 1520 con sistema velcro roja y negra 60Hz 150W,Lijadora profesional orbital Einhell TC-OS 1520 con sistema velcro roja y negra 60Hz 150W Corriente doméstica 220V,,APROBACION,RECHAZO,NO,,E-REL,NO,No se puede poner voltaje en titulo.,NO,6/05/2026 14:55:13,REVISAR,REVISAR,?,,NO
HERNFLOR,Netkel-AKJ,826166835,MLA14290126,https://www.mercadolibre.com.ar/p/MLA14290126,BLANKETS,attribute,UPDATE,MODEL,Doble faz,Doble,,RECHAZO,RECHAZO,SI,E-REL,E-REL,SI,,SI,6/05/2026 14:57:40,,,,,
HERNFLOR,Netkel-AKJ,826166836,MLA14290126,https://www.mercadolibre.com.ar/p/MLA14290126,BLANKETS,description,UPDATE,,El complemento perfecto para acompañar tu descanso. Su confección permite que tengas la temperatura y comodidad ideal durante tus horas de sueño o al relajarte viendo televisión.,"El complemento perfecto para acompañar tu descanso. Su confección permite que tengas la temperatura y comodidad ideal durante tus horas de sueño o al relajarte viendo televisión. Además, es apta para lavar en lavarropas.",,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:57:40,,,,,
HERNFLOR,Netkel-AKJ,826166837,MLA14290126,https://www.mercadolibre.com.ar/p/MLA14290126,BLANKETS,main_features,ADD,,,Medidas: 210 x 200 cm (2 plazas).,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:57:40,,,,,
HERNFLOR,Netkel-AKJ,826166838,MLA14290126,https://www.mercadolibre.com.ar/p/MLA14290126,BLANKETS,title,UPDATE,,Frazada Aldeana Doble Faz Rayas 2 Plazas 210x200cm Reversible Hipoalergénica,Frazada Aldeana Doble Faz Rayas 2 Plazas 210x200cm Reversible Hipoalergénica Frazabella Modelo Doble faz Color Azul Peso 2.1 kg Unidad 1,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 14:57:40,,,,,
MATVALLE,Netkel-ARW,551111120,MLA20006408,https://www.mercadolibre.com.ar/p/MLA20006408,EFFECTS_PEDALS,image,ADD,,,,https://drive.google.com/file/d/1sLhA38rgjOXnIFPjlbr7RfLQUvhcm6Dt/view,RECHAZO,RECHAZO,SI,E-DC,E-DV,NO,,NO,6/05/2026 14:58:04,OK,OK,Definir en proceso,,NO
MATVALLE,Netkel-ARW,551111121,MLA20006408,https://www.mercadolibre.com.ar/p/MLA20006408,EFFECTS_PEDALS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_984804-MLA99982929543_112025-F.jpg,RECHAZO,RECHAZO,SI,E-ICN,E-ICN,SI,,NO,6/05/2026 14:58:04,,,,,
MATVALLE,Netkel-ARW,551111122,MLA20006408,https://www.mercadolibre.com.ar/p/MLA20006408,EFFECTS_PEDALS,title,UPDATE,,Boss Ns-2 Noise Suppressor Pedal Efecto Reductor De Ruido Color Blanco,Boss Ns-2 Noise Suppressor Pedal Efecto Reductor De Ruido Color Blanco - SHOWROOMCABA2,,RECHAZO,RECHAZO,SI,E-DC,E-DC,SI,,NO,6/05/2026 14:58:04,,,,,
MATVALLE,Netkel-ARW,551111124,MLA20006408,https://www.mercadolibre.com.ar/p/MLA20006408,EFFECTS_PEDALS,image,ADD,,,,https://drive.google.com/file/d/1k7kG2ZBpipbNzKdWDm5iP-ddFZOUry11/view,RECHAZO,RECHAZO,SI,E-DC,E-DC,SI,,NO,6/05/2026 14:58:05,,,,,
MATVALLE,Netkel-ARW,821079674,MLA20006408,https://www.mercadolibre.com.ar/p/MLA20006408,EFFECTS_PEDALS,image,REORDER,,https://http2.mlstatic.com/D_NQ_NP_984804-MLA99982929543_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_954437-MLA47518470716_092021-F.jpg | https://http2.mlstatic.com/D_NQ_NP_944783-MLU75745623653_042024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_830382-MLU75745623657_042024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_912579-MLU75745564059_042024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_712940-MLU75745623665_042024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_937393-MLU75745534095_042024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_935490-MLU75745623673_042024-F.jpg,https://http2.mlstatic.com/D_NQ_NP_935490-MLU75745623673_042024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_984804-MLA99982929543_112025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_954437-MLA47518470716_092021-F.jpg | https://http2.mlstatic.com/D_NQ_NP_944783-MLU75745623653_042024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_830382-MLU75745623657_042024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_912579-MLU75745564059_042024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_712940-MLU75745623665_042024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_937393-MLU75745534095_042024-F.jpg,,RECHAZO,RECHAZO,SI,E-FI,E-FI,SI,,NO,6/05/2026 14:58:05,,,,,
MATVALLE,Netkel-ASB,686419353,MLA49494126,https://www.mercadolibre.com.ar/p/MLA49494126,SPEAKERS,image,ADD,,,,https://drive.google.com/file/d/1Qy-mfxxs7I0QHRtZ3MgrsGfj5C9gNWIr/view,RECHAZO,RECHAZO,SI,E-QR,E-QR,SI,,NO,6/05/2026 14:58:57,,,,,
HERNFLOR,Netkel-AKR,310369078,MLA46447993,https://www.mercadolibre.com.ar/p/MLA46447993,GAMEPADS_AND_JOYSTICKS,image,ADD,,,,https://drive.google.com/file/d/13xDzzsYV8Cgg2yPN2hDRxiWAZNm0m_1E/view,RECHAZO,RECHAZO,SI,E-DC,E-DC,SI,,SI,6/05/2026 14:59:45,,,,,
HERNFLOR,Netkel-AKR,310369079,MLA46447993,https://www.mercadolibre.com.ar/p/MLA46447993,GAMEPADS_AND_JOYSTICKS,attribute,UPDATE,MODEL,Vibration 4,1 m,,RECHAZO,RECHAZO,SI,E-COH,E-REL,NO,,SI,6/05/2026 14:59:45,,,,,
HERNFLOR,Netkel-AKR,938511725,MLA46447993,https://www.mercadolibre.com.ar/p/MLA46447993,GAMEPADS_AND_JOYSTICKS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_946385-MLA99508512162_112025-F.jpg,RECHAZO,RECHAZO,SI,E-IMGI,E-ICN,NO,,SI,6/05/2026 14:59:46,,,,,
TAMARCO,Netkel-AIK,856491925,MLA28276018,https://www.mercadolibre.com.ar/p/MLA28276018,HEADBOARDS,attribute,UPDATE,MODEL,6429,Nebula Juvenil XTR-118,,RECHAZO,RECHAZO,SI,E-NCP,E-REL,NO,,SI,6/05/2026 14:59:49,OK,NOT OK,,ext_joatenci,SI
TAMARCO,Netkel-AIK,856491926,MLA28276018,https://www.mercadolibre.com.ar/p/MLA28276018,HEADBOARDS,attribute,UPDATE,WIDTH,118 cm,121 cm,,RECHAZO,RECHAZO,SI,E-NCP,E-REL,NO,,SI,6/05/2026 14:59:49,OK,NOT OK,,ext_joatenci,SI
TAMARCO,Netkel-AIK,856491927,MLA28276018,https://www.mercadolibre.com.ar/p/MLA28276018,HEADBOARDS,title,UPDATE,,Respaldo De Cama Sommier Juvenil Para 1 Plaza 118 X 102 Cm Color Nogal/negro,Respaldo De Cama Sommier Juvenil Para 1 Plaza Table's Nebula Juvenil XTR-118 121 X 102 Cm Color Nogal/Negro,,RECHAZO,RECHAZO,SI,E-NCP,E-REL,NO,,SI,6/05/2026 14:59:49,OK,NOT OK,,ext_joatenci,SI
TAMARCO,Netkel-AIM,786406624,MLA38575171,https://www.mercadolibre.com.ar/p/MLA38575171,COMBINED_TOOL_KITS,attribute,UPDATE,COLOR,Negro,Multicolor,,RECHAZO,RECHAZO,SI,E-DUPA,E-REL,NO,,SI,6/05/2026 15:01:11,NOT OK,OK,"El producto multicolor y el producto negro son el mismo, de hecho se verifica en fuente oficial https://www.dewalt.com/en-us/product/dwmt75049/dewalt-mechanics-tool-set-192-piece no es que existen dos distintos, en todo caso saliendo del proceso se podría hacer un merge pero se debía conservar igual el producto negro en todo caso y por esto no se rechazaría por e-dupa. ",ext_joatenci,SI
TAMARCO,Netkel-AIM,786406625,MLA38575171,https://www.mercadolibre.com.ar/p/MLA38575171,COMBINED_TOOL_KITS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_719201-MLA99496909350_112025-F.jpg,RECHAZO,APROBACION,NO,E-DUPA,,NO,,SI,6/05/2026 15:01:11,NOT OK,NOT OK,Siguiendo el criterio de fila 2096 entonces acá iría e-ipdp puesto que la imagen ya estaba en la pdp.,ext_joatenci,NO
TAMARCO,Netkel-AIM,786406626,MLA38575171,https://www.mercadolibre.com.ar/p/MLA38575171,COMBINED_TOOL_KITS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_700938-MLA83562428880_042025-F.jpg,RECHAZO,APROBACION,NO,E-DUPA,,NO,,SI,6/05/2026 15:01:11,NOT OK,OK,"El producto multicolor y el producto negro son el mismo, de hecho se verifica en fuente oficial https://www.dewalt.com/en-us/product/dwmt75049/dewalt-mechanics-tool-set-192-piece no es que existen dos distintos, en todo caso saliendo del proceso se podría hacer un merge pero se debía conservar igual el producto negro en todo caso y por esto no se rechazaría por e-dupa. ",ext_joatenci,SI
TAMARCO,Netkel-AIM,786406627,MLA38575171,https://www.mercadolibre.com.ar/p/MLA38575171,COMBINED_TOOL_KITS,title,UPDATE,,Juego De Herramientas Mecánicas Dewalt 192 Piezas dwmt75049 Negro,Juego De Herramientas Mecánicas Dewalt 192 Piezas dwmt75049 Multicolor,,RECHAZO,RECHAZO,SI,E-DUPA,E-REL,NO,,SI,6/05/2026 15:01:11,NOT OK,OK,"El producto multicolor y el producto negro son el mismo, de hecho se verifica en fuente oficial https://www.dewalt.com/en-us/product/dwmt75049/dewalt-mechanics-tool-set-192-piece no es que existen dos distintos, en todo caso saliendo del proceso se podría hacer un merge pero se debía conservar igual el producto negro en todo caso y por esto no se rechazaría por e-dupa. ",ext_joatenci,SI
DADI,Netkel-ABE,604111692,MLA23346766,https://www.mercadolibre.com.ar/p/MLA23346766,BOOKS,attribute,UPDATE,BOOK_SERIE,Negocios y finanzas,Negocios,,RECHAZO,RECHAZO,SI,E-REL,E-REL,SI,,SI,6/05/2026 15:03:28,,,,,
DADI,Netkel-ABE,604111694,MLA23346766,https://www.mercadolibre.com.ar/p/MLA23346766,BOOKS,main_features,ADD,,,Formato mediano (23 x 15 cm).,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 15:03:29,,,,,
DADI,Netkel-ABE,604111695,MLA23346766,https://www.mercadolibre.com.ar/p/MLA23346766,BOOKS,title,UPDATE,,"Manifiesto capitalista, de Robert T. Kiyosaki. Editorial Aguilar, tapa blanda en español, 2023","Manifiesto capitalista, de Robert T. Kiyosaki. Editorial Aguilar, tapa blanda en español, 2023 Negocios y finanzas tamaño de letra Estándar",,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 15:03:30,,,,,
TAMARCO,Netkel-AIZ,816688804,MLA26360803,https://www.mercadolibre.com.ar/p/MLA26360803,KITCHEN_SPOONS,image,ADD,,,,https://drive.google.com/file/d/1Bf5E0W-xNW0oAT1_xGCfs9q8FElwwm-o/view,RECHAZO,RECHAZO,SI,E-DC,E-IMGI,NO,,SI,6/05/2026 15:03:45,OK,NOT OK,,ext_joatenci,SI
TAMARCO,Netkel-AIZ,816688805,MLA26360803,https://www.mercadolibre.com.ar/p/MLA26360803,KITCHEN_SPOONS,image,ADD,,,,https://http2.mlstatic.com/D_681660-MLA52421584637_112022-O.webp,APROBACION,RECHAZO,NO,,E-IMGI,NO,,SI,6/05/2026 15:03:45,OK,OK,,ext_joatenci,NO
TAMARCO,Netkel-AIZ,816688806,MLA26360803,https://www.mercadolibre.com.ar/p/MLA26360803,KITCHEN_SPOONS,image,REORDER,,https://http2.mlstatic.com/D_NQ_NP_778032-MLA100082217715_122025-F.jpg,https://http2.mlstatic.com/D_681660-MLA52421584637_112022-O.webp | https://http2.mlstatic.com/D_NQ_NP_778032-MLA100082217715_122025-F.jpg,,RECHAZO,RECHAZO,SI,E-FI,E-IMGI,NO,,SI,6/05/2026 15:03:46,OK,NOT OK,,ext_joatenci,SI
TAMARCO,Netkel-AIZ,816688807,MLA26360803,https://www.mercadolibre.com.ar/p/MLA26360803,KITCHEN_SPOONS,title,UPDATE,,Cucharon Para Salsas Sopa Mediano Tramontina Cosmos Samihome Color del mango Plateado,"Cucharon Para Salsas Sopa Mediano Tramontina Cosmos Samihome Color del mango Plateado. Producto nuevo, sellado, sin uso.",,RECHAZO,RECHAZO,SI,E-DP,E-DP,SI,,SI,6/05/2026 15:03:46,OK,OK,,ext_joatenci,NO
TAMARCO,Netkel-AIZ,816688808,MLA26360803,https://www.mercadolibre.com.ar/p/MLA26360803,KITCHEN_SPOONS,description,UPDATE,,"El cucharón para sopa de acero inoxidable Tramontina es el complemento perfecto para tus comidas calientes. Con su hoja de acero inoxidable de alta calidad, garantiza durabilidad y resistencia, permitiéndote disfrutar de su uso durante mucho tiempo. El mango plateado, también fabricado en acero inoxidable, le da un toque elegante y sofisticado, además de ser muy fácil de limpiar. El modelo Cosmos de Tramontina es ideal para servir sopas de manera práctica y cómoda. Con este cucharón, podrás disfrutar de tus sopas favoritas en cualquier momento del día. No pierdas la oportunidad de adquirir este producto de calidad, que se vende en unidades individuales.","El cucharón para sopa de acero inoxidable Tramontina es el complemento perfecto para tus comidas calientes. Con su hoja de acero inoxidable de alta calidad, garantiza durabilidad y resistencia, permitiéndote disfrutar de su uso durante mucho tiempo. El mango plateado, también fabricado en acero inoxidable, le da un toque elegante y sofisticado, además de ser muy fácil de limpiar. Con un largo total de 20 cm, ofrece un manejo cómodo y práctico al momento de servir. El modelo Cosmos de Tramontina es ideal para servir sopas de manera práctica y cómoda. Con este cucharón, podrás disfrutar de tus sopas favoritas en cualquier momento del día. No pierdas la oportunidad de adquirir este producto de calidad, que se vende en unidades individuales.",,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 15:03:46,OK,OK,,ext_joatenci,NO
TAMARCO,Netkel-AIZ,856491928,MLA26360803,https://www.mercadolibre.com.ar/p/MLA26360803,KITCHEN_SPOONS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_787368-MLA95640068176_102025-F.jpg,RECHAZO,APROBACION,NO,E-IMGI,,NO,,SI,6/05/2026 15:03:47,OK,NOT OK,,ext_joatenci,SI
TAMARCO,Netkel-AIS,798973247,MLA35692303,https://www.mercadolibre.com.ar/p/MLA35692303,SNEAKERS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_739566-MLA99468869882_112025-F.jpg,RECHAZO,RECHAZO,SI,E-IPDP,E-IPDP,SI,,SI,6/05/2026 15:04:19,,,,,
TAMARCO,Netkel-AJD,621392697,MLA26890136,https://www.mercadolibre.com.ar/p/MLA26890136,LADLES,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_927142-MLA95157255896_102025-F.jpg,RECHAZO,RECHAZO,SI,E-ICN,E-ICN,SI,,SI,6/05/2026 15:05:20,OK,NOT OK,,ext_joatenci,SI
TAMARCO,Netkel-AJD,621392698,MLA26890136,https://www.mercadolibre.com.ar/p/MLA26890136,LADLES,title,UPDATE,,"Terrina Tramontina Business Steel con mango largo, acero inoxidable","Tramontina Business Steel ladle with long handle, stainless steel",,RECHAZO,RECHAZO,SI,E-IDI,E-IDI,SI,,SI,6/05/2026 15:05:20,OK,NOT OK,,ext_joatenci,SI
TAMARCO,Netkel-AJD,621392700,MLA26890136,https://www.mercadolibre.com.ar/p/MLA26890136,LADLES,main_features,ADD,,,Color inox plateado con acabado brillante,,APROBACION,APROBACION,SI,,,SI,,SI,6/05/2026 15:05:20,OK,NOT OK,,ext_joatenci,SI
TAMARCO,Netkel-AJD,856491929,MLA26890136,https://www.mercadolibre.com.ar/p/MLA26890136,LADLES,attribute,UPDATE,MODEL,Empresarial,50 cm,,RECHAZO,RECHAZO,SI,E-COH,E-REL,NO,,SI,6/05/2026 15:05:20,OK,NOT OK,,ext_joatenci,SI
TAMARCO,Netkel-AJF,422638422,MLA30997469,https://www.mercadolibre.com.ar/p/MLA30997469,DRAWERS_AND_STORAGE_DRAWERS,image,ADD,,,,https://drive.google.com/file/d/12um7ywSQ9KNqIgTHQhb0UorBfw8QM_eD/view,RECHAZO,RECHAZO,SI,E-QR,E-QR,SI,,SI,6/05/2026 15:06:10,,,,,
TAMARCO,Netkel-AJF,422638423,MLA30997469,https://www.mercadolibre.com.ar/p/MLA30997469,DRAWERS_AND_STORAGE_DRAWERS,title,UPDATE,,"Chifonier Comoda Cajonera Moderna 0,64 M Premium 5 Cajones + Color Olmo Finlandes Con Gris Cubanita","Chifonier Cómoda Cajonera Moderna 0,64 m Premium 5 Cajones + Color Olmo Finlandés con Gris Cubanita (y no me deja corregir un carajo esto)",,RECHAZO,RECHAZO,SI,E-LNA,E-COH,NO,,SI,6/05/2026 15:06:10,,,,,
TAMARCO,Netkel-AJF,422638424,MLA30997469,https://www.mercadolibre.com.ar/p/MLA30997469,DRAWERS_AND_STORAGE_DRAWERS,attribute,UPDATE,INCLUDES_ASSEMBLY_ACCESSORIES,"Instructivo de armado, Bolsa de herrajes","Instructivo de armado, Bolsa de herrajes, llave Allen (ya lo mandé mil veces y este sistema de mierda no lo actualiza)",,RECHAZO,RECHAZO,SI,E-LNA,E-COH,NO,,SI,6/05/2026 15:06:10,,,,,
MATVALLE,Netkel-ARZ,674791917,MLA22864186,https://www.mercadolibre.com.ar/p/MLA22864186,AUTOMOTIVE_TIRES,image,ADD,,,,https://drive.google.com/file/d/1wXcFSdXHB7N0Cw-Y-327YmRDf04Aa22D/view,RECHAZO,RECHAZO,SI,E-DC,E-DC,SI,,NO,6/05/2026 15:07:29,,,,,
MATVALLE,Netkel-ARZ,674791919,MLA22864186,https://www.mercadolibre.com.ar/p/MLA22864186,AUTOMOTIVE_TIRES,title,UPDATE,,Neumatico Westlake 225/45 R 17 94w Sa57,Neumatico Westlake 225/45 R 17 94w Sa57 West Lake Turismo 225/45R17 Indice De Carga 94 Pack 1 No Run Flat,,APROBACION,APROBACION,SI,,,SI,,NO,6/05/2026 15:07:29,,,,,
MATVALLE,Netkel-ARZ,674791920,MLA22864186,https://www.mercadolibre.com.ar/p/MLA22864186,AUTOMOTIVE_TIRES,description,UPDATE,,"Descubre el neumático Westlake 225/45 R 17 94W SA57, diseñado específicamente para ofrecer un rendimiento excepcional en vehículos de turismo y deportivos. Su innovador diseño de banda de rodadura optimizado asegura un agarre superior en diversas condiciones, lo que se traduce en una conducción más segura y confiable. Fabricado con un compuesto de goma de alta calidad, este neumático proporciona una durabilidad notable y resistencia al desgaste, garantizando una larga vida útil. Con un índice de carga de 94 y una relación de aspecto del 45%, este neumático radial de construcción robusta es ideal para quienes buscan estabilidad y confort en la carretera. Además, su lateral BSW y su diseño para terrenos HT lo convierten en una opción versátil para cualquier aventura. No te conformes con menos, elige el neumático Westlake SA57 y experimenta la diferencia en cada viaje.","Descubre el neumático Westlake 225/45 R 17 94W SA57, diseñado específicamente para ofrecer un rendimiento excepcional en vehículos de turismo y deportivos. Su innovador diseño de banda de rodadura optimizado asegura un agarre superior en diversas condiciones, lo que se traduce en una conducción más segura y confiable. Fabricado con un compuesto de goma de alta calidad, este neumático proporciona una durabilidad notable y resistencia al desgaste, garantizando una larga vida útil. Con un índice de carga de 94 y una relación de aspecto del 45%, este neumático radial de construcción robusta es ideal para quienes buscan estabilidad y confort en la carretera. Además, cuenta con rango de carga XL para mayor capacidad, y su lateral BSW y su diseño para terrenos HT lo convierten en una opción versátil para cualquier aventura. No te conformes con menos, elige el neumático Westlake SA57 y experimenta la diferencia en cada viaje.",,APROBACION,APROBACION,SI,,,SI,,NO,6/05/2026 15:07:30,,,,,
MATVALLE,Netkel-ARZ,674791921,MLA22864186,https://www.mercadolibre.com.ar/p/MLA22864186,AUTOMOTIVE_TIRES,main_features,ADD,,,Neumático direccional para mejor evacuación de agua,,APROBACION,APROBACION,SI,,,SI,,NO,6/05/2026 15:07:30,,,,,
MATVALLE,Netkel-ARZ,821079672,MLA22864186,https://www.mercadolibre.com.ar/p/MLA22864186,AUTOMOTIVE_TIRES,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_930339-MLA99407587036_112025-F.jpg,RECHAZO,RECHAZO,SI,E-IMGI,E-IMGI,SI,,NO,6/05/2026 15:07:30,,,,,
TAMARCO,Netkel-AIP,844292151,MLA39989015,https://www.mercadolibre.com.ar/p/MLA39989015,WATER_TANKS,image,ADD,,,,https://drive.google.com/file/d/1GKsUFbAQNKze9RPQre2wAJ9ukNFOnQs4/view,RECHAZO,RECHAZO,SI,E-NCP,E-IMGI,NO,,SI,6/05/2026 15:09:19,,,,,
TAMARCO,Netkel-AIP,844292152,MLA39989015,https://www.mercadolibre.com.ar/p/MLA39989015,WATER_TANKS,attribute,UPDATE,MODEL,Camara Septica Plus,Camara Septica,,RECHAZO,RECHAZO,SI,E-NCP,E-REL,NO,,SI,6/05/2026 15:09:20,,,,,
TAMARCO,Netkel-AIP,856491930,MLA39989015,https://www.mercadolibre.com.ar/p/MLA39989015,WATER_TANKS,main_features,ADD,,,Disponible en color Negro,,RECHAZO,RECHAZO,SI,E-NCP,E-REL,NO,,SI,6/05/2026 15:09:20,,,,,
MATVALLE,Netkel-ASD,821079668,MLA25708090,https://www.mercadolibre.com.ar/p/MLA25708090,BABY_CAR_SEATS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_701756-MLA93498703727_092025-F.jpg,RECHAZO,RECHAZO,SI,E-IPDP,E-IPDP,SI,,NO,6/05/2026 15:13:29,,,,,
MATVALLE,Netkel-ASD,821079671,MLA25708090,https://www.mercadolibre.com.ar/p/MLA25708090,BABY_CAR_SEATS,attribute,UPDATE,MODEL,Solution S-Fix,Solution,,RECHAZO,RECHAZO,SI,E-REL,E-REL,SI,,NO,6/05/2026 15:13:30,,,,,
JOAVGUST,Netkel-ASL,835477875,MLA44589230,https://www.mercadolibre.com.ar/p/MLA44589230,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,attribute,UPDATE,COLOR,Blanco,Turquesa,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 15:28:40,,,,,
JOAVGUST,Netkel-ASL,835477876,MLA44589230,https://www.mercadolibre.com.ar/p/MLA44589230,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,attribute,UPDATE,UNIT_VOLUME,1 L,3 L,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 15:28:40,,,,,
JOAVGUST,Netkel-ASL,835477877,MLA44589230,https://www.mercadolibre.com.ar/p/MLA44589230,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,title,UPDATE,,Recuplast Hidroesmalte Blanco Satinado X 1 Lt,Recuplast Hidroesmalte Turquesa Satinado X 3 Lt,,RECHAZO,RECHAZO,SI,E-NCP,E-NCP,SI,,SI,6/05/2026 15:28:41,,,,,
JOAVGUST,Netkel-ASN,275051213,MLA37113001,https://www.mercadolibre.com.ar/p/MLA37113001,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,attribute,UPDATE,COLOR,Blanco,Teja,,RECHAZO,RECHAZO,SI,E-DUPA,E-DUPA,SI,id 37312994,SI,6/05/2026 15:34:35,,,,,
JOAVGUST,Netkel-ASN,275051214,MLA37113001,https://www.mercadolibre.com.ar/p/MLA37113001,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,attribute,UPDATE,UNIT_VOLUME,10 L,20 L,,RECHAZO,RECHAZO,SI,E-DUPA,E-DUPA,SI,id 37312994,SI,6/05/2026 15:34:35,,,,,
JOAVGUST,Netkel-ASN,275051215,MLA37113001,https://www.mercadolibre.com.ar/p/MLA37113001,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_859337-MLA99492509864_112025-F.jpg,RECHAZO,RECHAZO,SI,E-DUPA,E-DUPA,SI,id 37312994,SI,6/05/2026 15:34:35,,,,,
JOAVGUST,Netkel-ASN,275051216,MLA37113001,https://www.mercadolibre.com.ar/p/MLA37113001,LATEX_ENAMEL_AND_ACRYLIC_PAINTS,title,UPDATE,,Sherwin Williams Loxon Frentes Supe elástico 10L blanco semimate,Sherwin Williams Loxon Frentes Supe elástico 20L teja semimate,,RECHAZO,RECHAZO,SI,E-DUPA,E-DUPA,SI,id 37312994,SI,6/05/2026 15:34:36,,,,,
